Sheet,room,idx,original,translated,comments
טקסטים לפי חדרים,31,6,It smells grate.,זה מריח סבוך.,
טקסטים לפי חדרים,31,7,"I don't think you want to get that close. Then again, maybe you do.","אני לא בטוח שאתה רוצה להתקרב. במחשבה שניה, אולי כן.",
טקסטים לפי חדרים,31,8,You now have a chance get your buns out of here. You'd better take advantage of the opportunity.,יש לך צ'אנס אחרון להימלט על נפשך. כדאי שתנצל את ההזדמנות.,
טקסטים לפי חדרים,31,9,Get closer.,התקרב.,
טקסטים לפי חדרים,31,10,This is the upper pathway.,זהו המשעול העליון.,
טקסטים לפי חדרים,31,11,"A path is visible there, but you can't seem to access it from here.","השביל גלוי לעין, אך אין לשם גישה מכאן.",
טקסטים לפי חדרים,31,12,This is the lower pathway.,זהו המשעול התחתון.,
טקסטים לפי חדרים,31,13,There is a path there which you don't seem to have access to from here.,יש שם שביל שאינך מצליח להגיע אליו מכאן.,
טקסטים לפי חדרים,31,14,It's more cave floor.,זו עוד רצפת מערה.,
טקסטים לפי חדרים,31,15,The grate is made of metal and seems to be fastened securely to the floor. A strange tentacled beast lurks at the bottom of the pit.,השבכה עשויה מתכת ומחוברת בחוזקה לקרקע. מפלצת רבת משושים אורבת בתחתית הבור.,
טקסטים לפי חדרים,31,16,"The grate is made of metal and seems to be fastened securely to the floor. It is too dark to see down through the grate. However, an odd smell emanates from the depths of the pit.","השבכה עשויה מתכת ומחוברת בחוזקה לקרקע. מדי חשוך מכדי לראות מבעד לשבכה. עם זאת, ריח מוזר בוקע ממעמקי הבור.",
טקסטים לפי חדרים,31,17,"This critter isn't interested in your money - he perfers raw, bleeding flesh.",היצור לא רוצה את הכסף שלך - הוא מעדיף בשר נא ומדמם.,
טקסטים לפי חדרים,31,18,You doubt this hideous creature could help you read the cartridge.,אתה בספק אם היצור המזוויע מסוגל לקרוא את תוכן המחסנית.,
טקסטים לפי חדרים,31,19,The monster is much less interested in the widget than in stripping the flesh from your bones.,הרכיב פחות מעניין את המפלצת מאשר הפשטת בשרך מעצמותיך.,
טקסטים לפי חדרים,31,20,"The disgusting slimy, slimy, slurping, slithering sounds from the grate would not be improved by running them through the translator gadget.","הלחשושים הזוללניים, הריריים והגועליים הבוקעים מן השבכה לא ישתפרו אם תסרוק אותם במכשיר התרגום.",
טקסטים לפי חדרים,31,21,"You might be able to cut off one head, but, meanwhile, the others would be turning you into fresh-ground turkey.","אתה יכול אמנם לערוף ראש אחד, אבל, בינתיים, השאר יהפכו אותך לבשר טחון טרי.",
טקסטים לפי חדרים,31,22,You really don't feel like sharing your precious dehydrated water with snake-face here.,אתה לא באמת מרגיש צורך לשתף את מימיך המיובשים היקרים ללבך עם פרצוף הנחש הזה.,
טקסטים לפי חדרים,31,23,"He's hungry, but not THAT hungry.","הוא רעב, אבל לא עד כדי כך.",
טקסטים לפי חדרים,31,24,Don't waste your time. It's already stuck and you've got better things to do.,אל תבזבז את זמנך. הוא כבר תקוע ולך יש דברים יותר חשובים לעשות.,
טקסטים לפי חדרים,31,25,You don't need to do that again.,אינך צריך לעשות זאת שוב.,
טקסטים לפי חדרים,31,26,Don't waste your time. You've got better things to do than throw your items in an empty pit.,אל תבזבז את זמנך. יש לך דברים יותר חשובים לעשות מאשר להשליך חפצים אל בור ריק.,
טקסטים לפי חדרים,31,27,CRUNCH! CRUNCH! CRUNCH!,כרסום! כסיסה! לעיסה!,
טקסטים לפי חדרים,31,28,You've been snatched out of existence by the tentacled beast lurking beneath the grate. You feel the painful sting of digestive fluids.,הקיום שלך בוטל בידי מפלצת רבת משושים הרובצת מתחת לסורג. אתה חש כאב מעוקץ מיצי העיכול.,
טקסטים לפי חדרים,31,29,Don't stop now. We're having so much fun watching you.,אל תעצור עכשיו. אנו כל כך נהנים לצפות בך.,
טקסטים לפי חדרים,31,30,Maybe you should've kept that after all.,אולי היית צריך לשמור את זה אחרי הכל.,
טקסטים לפי חדרים,31,31,It's already stuck and you have better things to do.,זה כבר תקוע ויש לך דברים יותר חשובים לעשות.,
טקסטים לפי חדרים,31,32,Don't waste your time. You've got better things to do.,חבל על הזמן. יש לך דברים יותר חשובים בחיים.,
טקסטים לפי חדרים,32,0,Nothing to do there.,אין מה לעשות שם.,
טקסטים לפי חדרים,32,1,You can't hear anything over the steam and that includes your own voice.,אינך שומע דבר מחמת הנהר הגועש וזה כולל גם את קולך שלך.,
טקסטים לפי חדרים,32,2,"Your words echo about the cavern, apparently not destined to fall on the ears of others.","דבריך המהדהדים אודות המערה, ככל הנראה לא נועדו ליפול על אוזני הזולת.",
טקסטים לפי חדרים,32,3,The sulfur in the air is much stronger in here. Each inhalation packs a bit of afterburn as well.,ריח הגופרית באוויר הולך ומתגבר. עם כל נשימה אתה חש באימה בצרבת הלופתת בגרונך.,
טקסטים לפי חדרים,32,4,Nothing worth tasting there.,אין שם משהו ששווה טעימה.,
טקסטים לפי חדרים,32,5,Not from here.,לא מכאן.,
טקסטים לפי חדרים,32,6,"Well, Scott, it looks like Roger has done it again.","ובכן, סקוט, נראה שרוג'ר עשה זאת שוב.",
טקסטים לפי חדרים,32,7,"It sure does, Mark. Let's run that one again with the aid of our new How-He-Blew-It Cam(tm) and Chalkboard(tm).","נראה כך, מארק. בוא נריץ את זה שוב בעזרת מצלמת האיך-הוא-פוצץ-את-זה(tm) החדשה שלנו ולוח (tm).",
טקסטים לפי חדרים,32,8,"I have to say that carefully, Mark. Every time we mention something with a trademark or copyright, the lawyers come out to feed.","אני חייב לומר זאת בזהירות, מארק. כל פעם שאנחנו מזכירים משהו עם סימן מסחרי או זכויות יוצרים, עורכי הדין יוצאים למסע ציד.",
טקסטים לפי חדרים,32,9,Instant Replay!!!,שידור חוזר!!!,
טקסטים לפי חדרים,32,10,"Now, this is where Roger makes the fatal move.","עכשיו, זה הרגע שבו רוג'ר עושה את המהלך הקטלני.",
טקסטים לפי חדרים,32,11,And we can all see the result of that mistake.,וכולנו רואים את התוצאה של אותה טעות גורלית.,
טקסטים לפי חדרים,32,12,"I don't know about you, Scott. Personally, I like to know exactly what I'm messing with before I actually mess with it. I guess he'll know better next time. Ouch.","אני לא יודע מה איתך, סקוט. אישית, אני מעדיף לדעת עם מה אני מתעסק לפני שאני מתעסק איתו. אני מניח שבפעם הבאה הוא יהיה יותר חכם. אאוץ'.",
טקסטים לפי חדרים,32,13,"Sure, you've died a few deaths before, but this one really burns you. Planets are depending on you. Seeing you do stuff like this is definitely making them nervous.","ברור, נפטרת כמה וכמה פעמים בעבר, אבל הפעם באמת נשרפת כמו שצריך. כוכבים שלמים תלויים בך. כשהם רואים אותך עושה דברים כאלה לחץ הדם שלהם עולה.",
טקסטים לפי חדרים,32,14,This is the steam geyser that you plugged.,זהו גייזר הקיטור שסתמת.,
טקסטים לפי חדרים,32,15,This is a pulsating steam geyser.,זהו גייזר קיטור פועם.,
טקסטים לפי חדרים,32,16,I wouldn't be touching that directly. It's hot!,הייתי נמנע מלגעת בזה ישירות. זה רותח!,
טקסטים לפי חדרים,32,17,"Yes, a good steam-cleaning might seem in order right now, considering all the the things you've dragged it over lately. It's the facial peel that is of concern.","כן, מקלחת אדים טובה בהחלט נראית במקומה, בהתחשב בכל הדברים שגררת עליך לאחרונה. הקילופים בפנים הם אלה שמעוררים דאגה.",
טקסטים לפי חדרים,32,18,You get a whiff of sulfur in the steam-heated air.,משב של גופרית ניטח בפניך מהאוויר החם רווי האדים.,
טקסטים לפי חדרים,32,19,"""SSSSSS SSSSSSSSSSSS SSS SSSSSS SSSSS SSSSS SSSS"" is its response.","""סססססס סססססססססס ססס סססססס ססססס ססססס סססס"" ובכך מסתכמת תגובתו.",
טקסטים לפי חדרים,32,20,Why? Do you plan to practice some auto-surgery techiques? May we suggest a lobotomy?,למה? אתה מתכנן להתאמן על טכניקות לניתוחים אוטומטיים? אפשר להמליץ לך על כריתת אונה?,
טקסטים לפי חדרים,32,21,It just steams up.,הוא רק מעלה אדים.,
טקסטים לפי חדרים,32,22,Bad idea.,רעיון גרוע.,
טקסטים לפי חדרים,32,23,That piece of stalagmite sure makes a good plug!,פיסת הזקיף תשמש כפקק מעולה!,
טקסטים לפי חדרים,32,24,Ooo. Bad idea. It's a bit hot.,הווו. רעיון גרוע. זה טיפה חם מדי.,
טקסטים לפי חדרים,32,25,"You poor, deprived being!",יצור אומלל ומקופח שכמותך!,
טקסטים לפי חדרים,32,26,The smell of sulfur seems to be dissipating.,ריח הגופרית מתפוגג לו והולך.,
טקסטים לפי חדרים,32,27,"This is an upper pathway in a slightly smaller chamber of the underground complex. Near the middle section of the path, the acid drops have formed a pattern of little holes. No, it's not a dot-to-dot puzzle.","זהו משעול עילי של אחד החדרים הקטנים יותר במתחם התת קרקעי. סמוך למקטע המרכזי של השביל, טיפות החומצה יצרו הדפס של חורים קטנים. לא, זה לא פאזל חיבור-קו-נקודה.",
טקסטים לפי חדרים,32,28,This is an upper pathway which is inacessible from here.,זהו משעול עילי אשר אינו נגיש מכאן.,
טקסטים לפי חדרים,32,29,Your view is restricted by the closed door.,שדה הראייה שלך מוגבל מפאת הדלת הסגורה.,
טקסטים לפי חדרים,32,30,You'll need to move further into the room to receive a better view.,יהיה עליך להתקדם אל תוך החדר על מנת ליהנות מתצפית טובה יותר.,
טקסטים לפי חדרים,32,31,This is a slightly smaller chamber in the underground complex. There is a path above which is not accessible from here. There is a pool on the right side.,זהו חדר מעט קטן יותר במכלול התת קרקעי. מעליו מתפתל שביל אשר אינו נגיש מכאן. בריכה נקוותה בצידו הימני.,
טקסטים לפי חדרים,32,32,This is the lower ledge for this room. You can't reach it from here -- try going back down.,זהו קצהו התחתון של החדר. לא תוכל להגיע אליו מכאן -- נסה לחזור למטה.,
טקסטים לפי חדרים,32,33,"It's an odd, closed door with no apparent mechanism for opening it.","זוהי דלת נעולה ומשונה, ללא כל מנגנון פתיחה ניכר לעין.",
טקסטים לפי חדרים,32,34,You are unable to open the door by hand.,לא תצליח לפתוח את הדלת בידיים חשופות.,
טקסטים לפי חדרים,32,35,No amount of screaming will open this door.,כל הצרחות שבעולם לא יפתחו את הדלת הזו.,
טקסטים לפי חדרים,32,36,Smells pretty much like a strange door which has stood next to a sulfur-spewing geyser for a long period of time.,מריח כמו דלת מוזרה למדי אשר שהתה ליד גייזר פולט גופרית במשך תקופה יותר מדי ארוכה.,
טקסטים לפי חדרים,32,37,It tastes like rotten Krebble eggs!.,יש לזה ריח של ביצי קרבל סרוחים!,
טקסטים לפי חדרים,32,38,That doesn't seem to have any effect on the door.,לא נראה שיש לזה השפעה כלשהי על הדלת.,
טקסטים לפי חדרים,32,39,"You gaze intently at the greenish pool of liquid, the first real sign of moisture on the planet. The pool seems to have no bottom. The gentle dripping has a soothing effect on your frazzled nerves. A small plume of mist rises as each drop hits the pool's surface.","אתה בוהה בתשומת לב בבריכת הנוזל הירקרק, סימן ראשון להימצאותם של אדי מים על פני הכוכב. הבריכה נראית נטולת תחתית. לטפטוף העדין יש אפקט מרגיע על עצביך המרוטים. פלומת ערפל קלה אופפת את שטח הבריכה.",
טקסטים לפי חדרים,32,40,You can't see anything from up here.,אינך רואה דבר מכאן למעלה.,
טקסטים לפי חדרים,32,41,"Drip, drip, drip. It must be talking to you.","טיף, טיף, טיף. היא מדברת איתך.",
טקסטים לפי חדרים,32,42,"Nah, not here. Try using it somewhere else.","נעא, לא כאן. נסה להשתמש בזה במקום אחר.",
טקסטים לפי חדרים,32,43,From tiny cracks in the ceiling several small drops of liquid succumb to the influence of gravity.,מתוך סדקים זעירים בתקרה מספר טיפות קטנות של נוזל נכנעות לחוקי כוח המשיכה.,
טקסטים לפי חדרים,32,44,A light-green mist floats gently upward after each drop of liquid hits the surface of the pool.,ערפל ירוק בהיר מרחף קלות מעלה לאחר כל טיפה של נוזל הפוגעת בפני הבריכה.,
טקסטים לפי חדרים,32,45,"From tiny cracks in the ceiling several small green drops fall in a gently rhythmic pattern that stimulates your alpha levels. They make a heckuva great rust remover, too.",מתוך סדקים זעירים בתקרה צונחות מטה טיפות קטנות ירקרקות בקצב ריקוד קליל שמאיץ את פעימות לבך. אפשר גם לעשות מהם מסיר חלודה איכותי.,
טקסטים לפי חדרים,32,46,There's nothing you can do to these from here.,לא תוכל לעשות להם דבר מכאן.,
טקסטים לפי חדרים,32,47,"They're hard to catch, but you do get a slight burning sensation.","קשה לתפוס אותם, אולם אתה חש בתחושת צריבה קלה.",
טקסטים לפי חדרים,32,48,They're hard to catch. You might need to get right under them.,קשה לתפוס אותם. תצטרך לעמוד ממש מתחתם.,
טקסטים לפי חדרים,32,49,They're too busy falling right now.,הם יותר מדי עסוקים בלטפטף כרגע.,
טקסטים לפי חדרים,32,50,You are unpleasantly surprised by a drop of searing acid which bores its way to your feet.,את פניך מקבלת הפתעה לא נעימה בדמות טיפת חומצה צורבת הקולחת לעבר רגליך.,
טקסטים לפי חדרים,32,51,"Now, that's some seriously deep pain.","עכשיו, זהו כאב עמוק ובלתי נסבל.",
טקסטים לפי חדרים,32,52,"You lean over to drink from the tempting pool of liquid. As your lips touch the fluid, you feel a pain which could be likened to kissing a lit rocket nozzle. Now you know what they mean when they say 'Don't drink the water.'","אתה מתכופף כדי ללגום מבריכת הנוזל המפתה. בשניה ששפתיך נוגעות בנוזל, אתה חש בכאב נורא המשול לנשיקת טיל רקטי בוער. עכשיו אתה מבין מה מתכוונים כשאומרים 'המים אסורים לשתיה'.",
טקסטים לפי חדרים,32,53,"You lean over the pool to get a good solid whiff, and WHOOA! Talk about clean sinuses!","אתה רוכן מעל הבריכה כדי לקחת שאיפה הגונה, ווואו! דברו איתי על סינוסים נקיים!",
טקסטים לפי חדרים,32,54,That's right. You have no head. That darn pool must be filled with acid. You obviously can't go on living that way.,זה נכון. אין לך ראש. הבריכה הארורה הזאת בטח מלאה בחומצה. אתה לא יכול להמשיך לחיות בצורה הזאת.,
טקסטים לפי חדרים,33,0,Nothing to do there.,אין מה לעשות שם.,
טקסטים לפי חדרים,33,1,"Having seen no other intelligent(?) being for so long, you decide to save your voice.","היות ולא נתקלת באף צורת חיים אינטיליגנטית(?) מזה תקופה ארוכה, אתה מחליט לשמור על הקול שלך.",
טקסטים לפי חדרים,33,2,"You detect a bit of sulfur in the air from the adjoining chamber. Each inhalation packs a bit of an afterburn as an extra, added bonus.",אתה מזהה קמצוץ גופרית באוויר הנפלט מהתא הסמוך. כל נשימה מזכה אותך בנקודת צרבת נוספת כבונוס מיוחד.,
טקסטים לפי חדרים,33,3,Nothing worth tasting there.,אין שם משהו ששווה טעימה.,
טקסטים לפי חדרים,33,4,"You have quite cleverly turned the beam upon itself, frying and fusing it into a state of inoperability.","בחוכמתך כי רבה הסבת את האלומה כלפי עצמה, ובכך טיגנת והתכת אותה למצב של חוסר תפקוד.",
טקסטים לפי חדרים,33,5,You've found quite a number of forms to transform yourself into. This is the first time you've been wafer-style.,עד עכשיו גילית מספר לא מועט של מצבי צבירה עצמית. אולם זו הפעם הראשונה שהפכת לצורת ופל.,
טקסטים לפי חדרים,33,6,"Well, Scott, it looks like Roger has done it yet another time.","ובכן, סקוט, נראה שרוג'ר עשה זאת פעם נוספת.",
טקסטים לפי חדרים,33,7,"It sure seems that way. For those who might have missed that last move by Roger, or if, like me, you just want another look at it, let's roll it again.","ככה זה נראה. עבור אותם שאולי פספסו את המהלך האחרון של רוג'ר, או לחילופין, אם סתם מתחשק לכם לצפות בזה שוב, כמוני למשל, בוא נחזיר את זה אחורה.",
טקסטים לפי חדרים,33,8,Instant Replay!!!,שידור חוזר!!!,
טקסטים לפי חדרים,33,9,You've got to give some high marks for truly fine execution. We'll have to give it a strong 9.8.,תן לו ציון גבוה על הוצאה להורג משובחת במיוחד. מגיע על זה 9.8 אדום בוהק.,
טקסטים לפי חדרים,33,10,The beams seem to form some sort of electronic barrier across the path.,האלומות יוצרות מעין מחסום אלקטרוני לרוחב הדרך.,
טקסטים לפי חדרים,33,11,"Somehow you get the impression that you shouldn't do that. If you really insist, however, try getting closer.","איכשהו אתה מקבל את הרושם שאתה לא אמור לעשות את זה. אולם אם אתה ממש מתעקש, נסה להתקרב יותר.",
טקסטים לפי חדרים,33,12,It's a good way to get that nose job you've often considered.,זוהי דרך טובה לעשות את ניתוח האף שתמיד רצית.,
טקסטים לפי חדרים,33,13,You're quite attached to your tongue and would like to keep it that way.,אתה די קשור ללשון שלך והיית רוצה שכך זה ישאר.,
טקסטים לפי חדרים,33,14,"That doesn't seem like the thing to do here, try something else.","זה לא נראה כמו הדבר שנכון לעשותו, נסה משהו אחר.",
טקסטים לפי חדרים,33,15,No result.,אין תוצאות.,
טקסטים לפי חדרים,34,0,It's pretty darn dark in here.,חשוך כאן בטירוף.,
טקסטים לפי חדרים,34,1,There's not much you can do to it .,אין לך הרבה מה לעשות לו.,
טקסטים לפי חדרים,34,2,Your words go unnoticed.,דבריך מתפוגגים באוויר.,
טקסטים לפי חדרים,34,3,The place smells electric.,למקום יש ריח של חשמל.,
טקסטים לפי חדרים,34,4,Go around licking rooms of others and you won't be getting invited back anywhere.,לך תלקק חדרים של אנשים ולעולם לא תוזמן עוד לשום מקום.,
טקסטים לפי חדרים,34,5,"It's a hologram, pinhead - it doesn't need water.","זו הולוגרמה, ראש בטטה - היא לא זקוקה למים.",
טקסטים לפי חדרים,34,6,This isn't the object he wants to receive from you.,זה לא החפץ שהוא שואף לקבל ממך.,
טקסטים לפי חדרים,34,7,"As soon as you enter the room, you find yourself surrounded by darkness. Suddenly, you become aware of the fact that you cannot move or speak. A strange, unknown force has taken over.","ברגע שכף רגלך דורכת על מפתן החדר, אתה מוצא את עצמך מוקף בעלטה מוחלטת. לפתע, אתה נעשה ער לעובדה שאינך מסוגל לזוז או לדבר. כוח מסתורי ומנוכר נטל פיקוד.",
טקסטים לפי חדרים,34,8,A massive holographic image appears before you.,דמות הולוגרפית עצומה מופיעה למולך.,
טקסטים לפי חדרים,34,9,It begins to speak ....,והיא מתחילה לדבר...,
טקסטים לפי חדרים,34,10,"""So, you have found your way to my hallowed chamber. Fortunately there is much more to you than meets the eye.""","""אז, מצאת את דרכך אל אולמי המקודש. לשמחתי הפתעות רבות מצפות לך כאן.""",
טקסטים לפי חדרים,34,11,"""I have been monitoring your travels on our planet. It appears that you are up the proverbial estuary without a means of locomotion.""","""זה זמן רב שאני מנטר את מסעך על כוכבינו. מסתבר שאתה חותר במעלה הנהר ללא משוטים.""",
טקסטים לפי חדרים,34,12,"In other words, you're on the leather express, slapping the dogs, pounding the sand, you'd kill for a fine ride.","או במילים אחרות, אתה על סנדלי אקספרס, מזדחל כמו צב, מתנהל על מי מנוחות, והיית הורג בשביל תחבורה טובה.",
טקסטים לפי חדרים,34,13,"""You are obviously in need of transportation.""","""ניכר עליך שהינך זקוק נואשות לכלי תחבורה.""",
טקסטים לפי חדרים,34,14,"""Let us see if you are worthy of our assistance.""","""הבה ונראה אם ראוי אתה לקבל מאיתנו סיוע.""",
טקסטים לפי חדרים,34,15,"""On the surface lives a beast called Orat. He proves to be a bit of an annoyance on occasion. Dispose of him and bring back evidence of your conquest. Only then will I deal with your plight. Good luck, strange one.""","""על פני השטח חי לו מפלץ ושמו אורט. הוא הוכיח את עצמו כמטרד לא קטן בהזדמנויות שונות. היפטר ממנו וספק לנו ראייה על נצחונך. או אז אואיל לטפל במצוקתך. בהצלחה, נטע זר.""",
טקסטים לפי חדרים,34,16,"""Bring to me evidence of the beast Orat's demise and we'll talk.""","""הבא לי הוכחה על פטירתו של אורט המפלץ ונדבר.""",
טקסטים לפי חדרים,34,17,"With that, you find yourself transported back to the surface.","במילים אלה, אתה מוצא את עצמך נישא אל פני השטח.",
טקסטים לפי חדרים,34,18,With that you find yourself being transported back to the surface.,במילים אלה אתה מוצא את עצמך משוגר בחזרה אל פני השטח.,
טקסטים לפי חדרים,34,19,It begins to speak .... ,הוא מתחיל לדבר...,
טקסטים לפי חדרים,34,20,"""Z jo jb! lvoo sd fj?""","""ז ג'ו ג'ב! איבו סד פז'?""",
טקסטים לפי חדרים,34,21,"""Jow wfiemss ekk wkkedkl ll ewlwl lqqfr fo slljnccv kwetsdlk?""","""ז'ואו פרימס אקק ווקדקל לל ווילוול איקקפר פו סלג'נססו קוטסדלק?""",
טקסטים לפי חדרים,34,22,"""Owr rjn maj jwwj? Pprdf rph pttqpt?""","""אוור רג'ן מאל ג'ווג'? פפרדף רף פטטקפט?""",
טקסטים לפי חדרים,34,23,"""wpfi, iw? Der op oio fr tnm dcv ermiyn lk mnb weevxmqyhj em tae.""","""ופפי, איו? דר אופ אויו פר טנם דסו ארמיין לק מנב וויבקסמיג' הם טאה.""",
טקסטים לפי חדרים,34,24,"As an apparent result of your inability to understand the alien tongue, the being has sent you back to the surface. You need some kind of help with that.","כתוצאה ישירה מאי יכולתך להבין את לשונו הזרה, היצור שולח אותך בחזרה אל פני השטח. תצטרך קצת עזרה עם הדבר הזה.",
טקסטים לפי חדרים,34,25,"Again, the massive holographic image appears before you.","ושוב, ההולוגרמה האדירה מפציעה אל מול פניך.",
טקסטים לפי חדרים,34,26,"""So, you have returned. Do you have proof of the destruction of Orat? If so drop it before me.""","""אז, חזרת. האם הבאת איתך הוכחה לחורבנו של אורט? והיה וכן השליכה למרגלותי.""",
טקסטים לפי חדרים,34,27,"Due to your apparent failure to respond properly, you find yourself transported back to the surface.","בעקבות כשלונך החרוץ בלהגיב כיאות, אתה מוצא את עצמך נישא מעלה אל פני השטח.",
טקסטים לפי חדרים,34,28,You find yourself transported back to the surface.,אתה מוצא את עצמך משוגר בחזרה אל פני השטח.,
טקסטים לפי חדרים,34,29,"""Dr, hgi hnhht hjutn. Kdfdrnlo ghfhr bb rhytt thrt ii mys aawr vcvvf xxc cdd.""","""דר, הגי הנההט הג'וטן. קדפדרנלו גפהר בב ריטט טרט יי מיס הואר וסווף קסס כדד.""",
טקסטים לפי חדרים,34,30,"As an apparent result of your inability to understand the alien tongue, the being has sent you back to the surface. You need some kind of help with that. Something's not right.","כתוצאה ישירה מאי יכולתך להבין את לשונו החייזרית, היצור שולח אותך בחזרה אל פני השטח. תצטרך קצת עזרה עם הדבר הזה. משהו לא בסדר.",
טקסטים לפי חדרים,34,31,"You drop the Orat part to the ground. The vision is silent as the dainty morsel SPLATs to the dry soil. You are startled by a rumbling. Suddenly, an oddly-shaped door comes into view and slowly opens.","אתה מטיח את אבר אורט בקרקע. החיזיון דומם בעוד הצפיחית נמעכת באדמה הצחיחה. אתה נחרד למשמע רעם. ולפתע, דלת בעלת מראה משונה מתגלה ונפתחת בהילוך איטי.",
טקסטים לפי חדרים,34,32,"You hear a voice, different this time, beckoning you to step forward.","אתה שומע קול, שונה הפעם, המזמן אותך לצעוד קדימה.",
טקסטים לפי חדרים,34,33,"Before you floats a huge head. It appears to be a holographic projection of some sort, its source unknown.","מולך צף ראש ענק. נראה שמדובר בהקרנה הולוגרפית מסוג כלשהו, שמקורה בלתי נודע.",
טקסטים לפי חדרים,34,34,You can have no effect on the hologram.,אין לך כל השפעה על ההולוגרמה.,
טקסטים לפי חדרים,34,35,It has no smell.,אין לה ריח.,
טקסטים לפי חדרים,34,36,It has no taste.,אין לה טעם.,
טקסטים לפי חדרים,34,37,"It responds to actions, not words.","היא מגיבה למעשים, לא לדיבורים.",
טקסטים לפי חדרים,34,38,"The big alien head is a hologram, pinhead. What does it need with money?","הראש החייזרי הגדול הוא הולוגרמה, אהבל. מה הוא יעשה עם כסף?",
טקסטים לפי חדרים,34,39,"The big alien head only wants one object, and this ain't it.","הראש החייזרי הגדול רוצה רק דבר אחד, וזה לא זה.",
טקסטים לפי חדרים,34,40,This isn't the object he want to receive from you.,זה לא החפץ שהוא רוצה לקבל ממך.,
טקסטים לפי חדרים,34,41,Appealing to its vanity will get you nowhere.,פנייה אל הוד יהירותו לא תוביל אותך לשום מקום.,
טקסטים לפי חדרים,34,42,"Don't threaten this guy, okay?","אתה לא מאיים על הבחור הזה, ברור?",
טקסטים לפי חדרים,35,0,"When you step through, the door slides closed with a faint hissing sound. You are alone in a large room full of strange equipment.","בעודך פוסע מבעד למפתן, הדלת מחליקה לצידה ונסגרת בקול שריקה עמום. אתה לבדך בחדר גדול מימדים מלא בציוד שונה ומשונה.",
טקסטים לפי חדרים,35,1,Ooops! Had the darn thing in reverse. I hope nobody saw that.,אוופס! תחזיר אחורה את הדבר המזעזע הזה. אני מקווה שאף אחד לא ראה.,
טקסטים לפי חדרים,35,2,Who do you think you are - Michael Jordan?,מי אתה חושב שאתה - מייקל ג'ורדן?,
טקסטים לפי חדרים,35,3,No particular odor comes from that direction.,שום ניחוח יוצא דופן לא מגיע מהכיוון הזה.,
טקסטים לפי חדרים,35,4,Quit messing around and do what you came here to do. Whatever THAT might've been!,תפסיק ללכת בטל ותעשה את הדבר שלשמו באת. מה שזה לא יהיה!,
טקסטים לפי חדרים,35,5,"You call up to the upper level, but no-one answers.","אתה מתקשר אל הקומה העליונה, אך איש אינו עונה.",
טקסטים לפי חדרים,35,6,You need to insert a cartridge for this to work correctly.,עליך להכניס מחסנית על מנת שזה יפעל כהלכה.,
טקסטים לפי חדרים,35,7,The computer doesn't smell very interesting.,המחשב מריח לא משהו.,
טקסטים לפי חדרים,35,8,"This tastes really dull. You decide you'd rather have a cheeseburger, and you wonder: do they have a Monolith Burger somewhere in this neighborhood?","יש לזה טעם נורא דלוח. אתה מחליט שצ'יזבורגר בריא לך יותר, ושואל את עצמך: האם יש להם המבורגר מונולית איפשהו בשכונה?",
טקסטים לפי חדרים,35,9,"This computer is so ancient, it probably doesn't even respond to voice input.","המחשב כל כך עתיק, שהוא אפילו לא מגיב לפקודות הקוליות שלך.",
טקסטים לפי חדרים,35,10,"From the smell of it, you'd guess that at least one Keronian uses it quite regularly to play one of your favorite computer games: ""Name that Body Odor!""","על פי הריח, אתה משער שלפחות קרוניאני אחד משחק בו באופן קבוע במשחק המחשב האהוב עליך: ""פענח את הריח!""",
טקסטים לפי חדרים,35,11,Licking the chair suddenly seems like a big waste of energy.,ליקוק הכיסא מרגיש לפתע כבזבוז אנרגיה משווע.,
טקסטים לפי חדרים,35,12,The chair does not respond. What did you expect?,הכיסא לא מגיב. למה ציפית בדיוק?,
טקסטים לפי חדרים,35,13,There's no way to force the portal open.,אין סיכוי להכריח את השער להיפתח.,
טקסטים לפי חדרים,35,14,You don't want to touch the pipes - they're probably hot.,אתה לא רוצה לגעת בצינורות - הם כנראה רותחים.,
טקסטים לפי חדרים,35,15,Talking to pipes is considered a sign of insanity on the planet Kerona.,שיחת נפש עם צינורות נחשבת לסימן מקדים לאי שפיות בכוכב קרונה.,
טקסטים לפי חדרים,35,16,Smells like some kind of duct tape.,מריח כמו סוג של נייר דבק.,
טקסטים לפי חדרים,35,17,You'll get a nasty burn on your tongue if you try that.,אתה תקבל כוויה מכוערת על הלשון אם תנסה את זה.,
טקסטים לפי חדרים,35,18,You can't reach them. The skylights are much to high.,אתה לא יכול להגיע אליהם. האשנבים גבוהים מדי.,
טקסטים לפי חדרים,35,19,You're truly starved for conversation on your intellectual.,אתה בהחלט כמה לדיון על רמת המשכל שלך.,
טקסטים לפי חדרים,35,20,"Try as you might, you can't smell the skylights from down there. Just as you are about to pass out from hyper- ventilation, you sensably decide to abandon this particular project.","נסה כמה שבא לך, לעולם לא תצליח להריח את האשנבים מכאן למטה. בדיוק בשניה שנשמתך כמעט פורחת מנשימת יתר, אתה מקשיב לקול ההגיון וזונח את המיזם המסוכן.",
טקסטים לפי חדרים,35,21,"Although the skylights look like gigantic oysters, I doubt very much if they would taste anything like them.","למרות שהאשנבים נראים כמו צדפות ענק, אני בספק רב אם הטעם שלהם דומה.",
טקסטים לפי חדרים,35,22,It doesn't look as though it will budge.,לא נראה שיש לו כוונה לזוז.,
